index,acre_lot,house_size,price
5568,0.47,2538,749000
5569,1.31,3200,1100000
5570,0.32,1830,475000
5571,2.29,2868,639000
5572,0.44,2800,749900
5573,1.02,2880,859000
5574,13.99,2331,1495000
5575,2,3695,1395000
5576,1.14,2808,925000
5577,0.63,3000,2999900
5578,0.35,2238,850000
5579,0.42,2524,1350000
5580,1.64,2200,749900
5581,0.49,2916,749900
5582,0.04,4728,519900
5583,0.18,3885,524900
5584,0.14,3604,1575000
5585,0.15,2540,339000
5586,0.14,4464,610000
5587,0.1,3026,1050000
5588,0.23,3758,1065000
5589,0.83,3248,674900
5590,0.14,3466,419000
5591,0.11,4198,549000
5592,0.11,3764,429900
5593,5.28,3921,875000
5594,0.23,2520,449000
5595,0.21,2380,499999
5596,0.47,2392,639900
5597,0.08,3664,410000
5598,0.14,2790,965000
5599,3.93,3190,1350000
5600,0.08,2808,450000
5601,5.24,3073,1250000
5602,2.94,2542,629900
5603,2.29,2868,639000
5604,2.37,4048,1665600
5605,1.14,2808,925000
5606,3.13,4417,1250000
5607,1.02,2880,859000
5608,2,4250,1749500
5609,2,3695,1395000
5610,0.83,3248,674900
5611,1.64,2200,749900
5612,0.42,2524,1350000
5613,5.24,3073,1250000
5614,0.69,3150,874500
5615,0.69,3374,1100000
5616,0.69,3150,899900
5617,0.12,5280,320000
5618,0.49,2916,749900
5619,0.04,4728,519900
5620,0.18,3885,524900
5621,0.14,3604,1575000
5622,0.15,2540,339000
5623,0.14,4464,610000
5624,0.1,3026,1050000
5625,0.23,3758,1065000
5626,0.83,3248,674900
5627,0.14,3466,419000
5628,0.11,4198,549000
5629,0.11,3764,429900
5630,5.28,3921,875000
5631,0.23,2520,449000
5632,0.08,3664,410000
5633,0.21,2380,499999
5634,0.14,2790,965000
5635,0.47,2392,639900
5636,3.93,3190,1350000
5637,0.26,2624,679000
5638,0.58,2755,850000
5639,3.86,3004,975000
5640,0.47,2538,749000
5641,1.31,3200,1100000
5642,2.94,2542,629900
5643,0.34,,1395000
5644,0.15,3438,289900
5645,3.86,3004,975000
5646,0.93,3673,919900
5647,0.47,2538,749000
5648,1.31,3200,1100000
5649,2.29,2868,639000
5650,3.13,4417,1250000
5651,1.02,2880,859000
5652,0.44,2800,749900
5653,13.99,2331,1495000
5654,2,3695,1395000
5655,1.14,2808,925000
5656,0.42,2524,1350000
5657,1.34,4000,899900
5658,0.49,2916,749900
5659,0.2,3638,475000
5660,0.04,4728,519900
5661,2.94,2542,629900
5662,0.18,3885,524900
5663,0.14,3604,1575000
5664,0.15,3438,289900
5665,0.15,2540,339000
5666,0.1,3026,1050000
5667,0.23,3758,1065000
5668,0.83,3248,674900
5669,0.93,3673,919900
5670,0.14,3466,419000
5671,0.11,4198,549000
5672,0.11,3764,429900
5673,5.28,3921,875000
5674,0.32,1830,475000
5675,0.23,2520,449000
5676,3.13,4417,1250000
5677,0.21,2380,499999
5678,2.29,2868,639000
5679,0.14,2790,965000
5680,0.26,2624,679000
5681,1.02,2880,859000
5682,0.44,2800,749900
5683,0.58,2755,850000
5684,0.35,2238,850000
5685,0.49,2916,749900
5686,0.2,3638,475000
5687,2.94,2542,629900
5688,0.18,3885,524900
5689,0.14,3604,1575000
5690,0.15,3438,289900
5691,0.15,2540,339000
5692,0.1,3026,1050000
5693,0.23,3758,1065000
5694,0.83,3248,674900
5695,0.93,3673,919900
5696,0.14,3466,419000
5697,0.32,1830,475000
5698,3.13,4417,1250000
5699,2.29,2868,639000
5700,0.21,2380,499999
5701,0.14,2790,965000
5702,1.02,2880,859000
5703,0.44,2800,749900
5704,0.08,2808,450000
5705,0.14,4464,610000
5706,0.83,3248,674900
5707,5.28,3921,875000
5708,0.47,2392,639900
5709,0.08,3664,410000
5710,3.93,3190,1350000
5711,0.66,3493,829500
5712,1.34,4000,899900
5713,0.49,2916,749900
5714,0.2,3638,475000
5715,2.94,2542,629900
5716,0.15,3438,289900
5717,0.93,3673,919900
5718,0.32,1830,475000
5719,3.13,4417,1250000
5720,2.29,2868,639000
5721,1.02,2880,859000
5722,0.44,2800,749900
5723,1.14,2808,925000
5724,5.24,3073,1250000
5725,0.19,2600,2100000
5726,0.29,1825,749000
5727,1.16,3504,2075000
5728,5.24,3073,1250000
5729,0.14,4464,610000
5730,0.11,4198,549000
5731,0.11,3764,429900
5732,0.66,3493,829500
5733,3.93,3190,1350000
5734,5.28,3921,875000
5735,0.73,3304,1090000
5736,0,3500,1499900
5737,0.46,2812,849900
5738,1.31,3200,1100000
5739,2.7,2312,819900
5740,12.32,2312,869900
5741,8.36,2312,869900
5742,0.13,3335,1850000
5743,0.12,5280,320000
5744,0.16,3000,1125000
5745,475.73,3300,1825000
5746,0.85,3300,2200000
5747,6.15,2135,649000
5748,2.42,3124,924900
5749,2.94,2542,629900
5750,3.86,3004,975000
5751,0.47,2538,749000
5752,0.11,1792,799900
5753,2.29,2868,639000
5754,0.63,3000,2999900
5755,0.42,2524,1350000
5756,0.13,3335,1850000
5757,0.12,5280,320000
5758,1.34,4000,899900
5759,0.49,2916,749900
5760,0.2,3638,475000
5761,0.04,4728,519900
5762,0.14,3604,1575000
5763,0.15,3438,289900
5764,0.15,2540,339000
5765,0.35,3241,2849000
5766,0.14,4464,610000
5767,0.16,3108,1400000
5768,0.1,3026,1050000
5769,0.23,3758,1065000
5770,0.83,3248,674900
5771,0.93,3673,919900
5772,0.14,3466,419000
5773,0.11,4198,549000
5774,0.11,3764,429900
5775,0.16,3108,1450000
5776,5.28,3921,875000
5777,0.32,1830,475000
5778,0.23,2520,449000
5779,3.13,4417,1250000
5780,0.21,2380,499999
5781,0.47,2392,639900
5782,0.08,3664,410000
5783,0.14,2790,965000
5784,3.93,3190,1350000
5785,0.26,2624,679000
5786,0.66,3493,829500
5787,0.19,2600,2100000
5788,0.44,2800,749900
5789,0.58,2755,850000
5790,0.29,1825,749000
5791,0.73,3304,1090000
5792,0.35,2238,850000
5793,1.16,3504,2075000
5794,0.68,3400,699500
5795,0.16,3108,1400000
5796,0.17,3108,1250000
5797,0.16,3108,1450000
5798,0.23,2520,449000
5799,0.47,2392,639900
5800,0.14,4464,610000
5801,0.83,3248,674900
5802,0.08,3664,410000
5803,1.14,3200,975000
5804,1.34,4000,899900
5805,0.35,3241,2849000
5806,0.34,,1395000
5807,0.16,3108,1400000
5808,0.93,3673,919900
5809,3.86,3004,975000
5810,1.31,3200,1100000
5811,0.16,3108,1450000
5812,0.68,3400,699500
5813,0.26,2624,679000
5814,1.02,2880,859000
5815,0.19,2600,2100000
5816,0.29,1825,749000
5817,0.73,3304,1090000
5818,13.99,2331,1495000
5819,1.14,2808,925000
5820,0.63,3000,2999900
5821,0.27,4086,2300000
5822,2,3695,1395000
5823,0.12,5280,320000
5824,0.14,3604,1575000
5825,0.14,4464,610000
5826,0.1,3026,1050000
5827,0.23,3758,1065000
5828,0.83,3248,674900
5829,0.14,3466,419000
5830,5.28,3921,875000
5831,0.23,2520,449000
5832,0.21,2380,499999
5833,0.14,2790,965000
5834,0.47,2392,639900
5835,0.08,3664,410000
5836,3.93,3190,1350000
5837,0.66,3493,829500
5838,0.22,1196,595000
5839,0.08,2808,450000
5840,0.63,3000,2999900
5841,0.11,1792,799900
5842,0.44,2800,749900
5843,0.35,2238,850000
5844,1.64,2200,749900
5845,0.42,2524,1350000
5846,6.15,2135,649000
5847,2.42,3124,924900
5848,6.15,2135,649000
5849,2.42,3124,924900
5850,0.24,3970,419900
5851,0.47,2538,749000
5852,2.42,3124,924900
5853,6.15,2135,649000
5854,2.94,2542,629900
5855,0.93,3673,919900
5856,3.86,3004,975000
5857,0.47,2538,749000
5858,1.31,3200,1100000
5859,2.29,2868,639000
5860,3.13,4417,1250000
5861,1.02,2880,859000
5862,0.44,2800,749900
5863,1.64,2200,749900
5864,0.63,3000,2999900
5865,0.35,2238,850000
5866,0.42,2524,1350000
5867,0.15,3438,289900
5868,1.34,4000,899900
5869,0.32,1830,475000
5870,0.93,3673,919900
5871,0.34,,1395000
5872,0.35,3241,2849000
5873,0.93,3673,919900
5874,3.86,3004,975000
5875,0.47,2538,749000
5876,3.13,4417,1250000
5877,0.44,2800,749900
5878,1.02,2880,859000
5879,0.19,2600,2100000
5880,0.29,1825,749000
5881,1.14,2808,925000
5882,1.64,2200,749900
5883,13.99,2331,1495000
5884,0.35,2238,850000
5885,0.42,2524,1350000
5886,2,3695,1395000
5887,0.63,3000,2999900
5888,0.27,4086,2300000
5889,3.86,3004,975000
5890,0.2,2307,689900
5891,0.34,,1395000
5892,0.14,4464,610000
5893,0.47,2392,639900
5894,0.08,3664,410000
5895,3.93,3190,1350000
5896,0.66,3493,829500
5897,1.34,4000,899900
5898,0.2,3638,475000
5899,6.15,2135,649000
5900,2.42,3124,924900
5901,0.34,,1395000
5902,0.15,3438,289900
5903,0.35,3241,2849000
5904,3.86,3004,975000
5905,0.93,3673,919900
5906,0.47,2538,749000
5907,1.31,3200,1100000
5908,0.32,1830,475000
5909,3.13,4417,1250000
5910,1.02,2880,859000
5911,0.44,2800,749900
5912,1.14,2808,925000
5913,13.99,2331,1495000
5914,0.27,4086,2300000
5915,2,3695,1395000
5916,1.64,2200,749900
5917,0.63,3000,2999900
5918,0.35,2238,850000
5919,0.42,2524,1350000
5920,0.14,2790,965000
5921,0.08,2808,450000
5922,0.21,2380,499999
5923,5.24,3073,1250000
5924,0.12,3868,375000
5925,0.22,1196,595000
5926,0.23,3758,1065000
5927,0.14,3604,1575000
5928,0.1,3026,1050000
5929,0.15,2540,339000
5930,0.04,4728,519900
5931,0.18,3885,524900
5932,0.14,3604,1575000
5933,0.15,2540,339000
5934,0.1,3026,1050000
5935,0.83,3248,674900
5936,0.23,3758,1065000
5937,0.14,3466,419000
5938,0.11,4198,549000
5939,0.11,3764,429900
5940,0.21,2380,499999
5941,0.14,2790,965000
5942,0.15,4323,329000
5943,0.18,3885,524900
5944,0.14,3466,419000
5945,5.24,3073,1250000
5946,0.15,3438,289900
5947,0.14,4464,610000
5948,2.29,2868,639000
5949,2.94,2542,629900
5950,0.83,3248,674900
5951,5.24,3073,1250000
5952,2.94,2542,629900
5953,0.15,3438,289900
5954,0.14,4464,610000
5955,1.14,2808,925000
5956,13.99,2331,1495000
5957,2,3695,1395000
5958,3.86,3004,975000
5959,2.29,2868,639000
5960,5.24,3073,1250000
5961,1.02,2880,859000
5962,1.64,2200,749900
5963,0.42,2524,1350000
5964,0.83,3248,674900
5965,2.42,3124,924900
5966,0.47,2538,749000
5967,0.14,4464,610000
5968,0.47,2538,749000
5969,2.94,2542,629900
5970,2.29,2868,639000
5971,0.42,2524,1350000
5972,0.6,3758,409000
5973,4.06,3510,649900
5974,0.91,3608,1075000
5975,10.43,4360,879900
5976,0.73,2700,400000
5977,0.6,3758,409000
5978,0.45,2312,599900
5979,0.39,1834,429900
5980,0.6,2062,574900
5981,0.11,1938,449000
5982,0.57,2795,499900
5983,4.06,3510,649900
5984,2.03,2176,450000
5985,10.43,4360,879900
5986,0.25,1448,309000
5987,0.22,2097,579800
5988,0.15,5550,349900
5989,0.49,3700,790721
5990,0.47,3146,819900
5991,0.18,2108,385000
5992,0.55,3420,675000
5993,0.77,4247,299900
5994,0.59,3146,819500
5995,0.73,2700,400000
5996,0.87,1621,309900
5997,0.06,7748,599900
5998,3.19,4292,760000
5999,0.33,1950,499900
6000,1.02,3126,1100000
6001,0.18,1499,524000
6002,1.31,1400,999900
6003,1.85,3198,699000
6004,0.41,1856,600000
6005,0.64,3146,839500
6006,0.61,2800,1049500
6007,0.11,1773,335000
6008,,1925,549000
6009,0.57,2765,727838
6010,0.81,3830,899999
6011,2,2400,489900
6012,0.46,2620,699000
6013,0.49,3244,863580
6014,1.38,2792,529000
6015,0.3,1912,399900
6016,0.13,4376,399900
6017,0.15,6951,325665
6018,24.04,2572,975000
6019,0.11,3240,319900
6020,0.8,2353,414900
6021,0.11,6077,725000
6022,0.38,1764,659900
6023,0.11,4304,350000
6024,0.6,3758,409000
6025,0.45,2312,599900
6026,0.39,2830,999000
6027,0.78,3000,1060900
6028,0.11,2330,484900
6029,0.44,2700,689900
6030,1.23,2320,524900
6031,12.14,2750,779000
6032,0.19,1318,549000
6033,0.47,2313,579900
6034,0.23,4588,349000
6035,0.61,3047,799900
6036,0.74,2765,765267
6037,0.17,2015,324900
6038,0.58,3079,999999
6039,0.39,1834,429900
6040,6.8,2850,525000
6041,0.15,2910,1395000
6042,2,2626,850000
6043,0.25,2028,439000
6044,0.58,1344,449900
6045,1.03,3300,949900
6046,0.47,1538,439000
6047,0.2,1394,469900
6048,0.92,2453,799900
6049,0.51,2520,669900
6050,1.86,3239,799900
6051,0.8,2926,1595000
6052,0.5,2662,639000
6053,0.57,3226,1150000
6054,0.41,1644,425000
6055,0.34,3518,949000
6056,1.07,3094,539900
6057,0.76,2552,549900
6058,0.18,1474,459900
6059,0.11,1938,449000
6060,1.15,2560,669000
6061,0.12,2600,879000
6062,0.25,2300,599900
6063,0.35,2644,820000
6064,0.6,2062,574900
6065,0.33,2233,625000
6066,0.7,2593,625000
6067,4,3587,1450000
6068,0.06,1391,239900
6069,0.1,2660,275000
6070,0.23,2000,554900
6071,0.25,2000,549900
6072,0.23,1882,419900
6073,0.41,1846,500000
6074,0.7,2648,749900
6075,0.4,2418,999000
6076,0.64,2400,629000
6077,0.03,1440,455900
6078,0.57,2795,499900
6079,0.2,1357,295000
6080,4.06,3510,649900
6081,0.28,2379,869000
6082,0.51,2423,985000
6083,1.51,3018,825000
6084,0.2,1512,419000
6085,0.26,1912,499900
6086,0.33,2160,1200000
6087,0.58,2820,799900
6088,0.7,2418,1165000
6089,7.9,2454,649900
6090,1.36,3200,619900
6091,0.44,2889,725000
6092,2.06,2734,625000
6093,0.73,4491,589900
6094,0.07,2470,289000
6095,0.48,4040,920000
6096,0.66,2399,645000
6097,0.24,2166,785000
6098,1.51,2518,679900
6099,1.51,2518,679900
6100,0.64,3200,799000
6101,0.73,2700,400000
6102,0.33,1950,499900
6103,1.31,1400,999900
6104,0.46,2620,699000
6105,0.6,3758,409000
6106,0.45,2312,599900
6107,0.11,4304,350000
6108,0.13,4376,399900
6109,0.11,2330,484900
6110,0.44,2700,689900
6111,0.23,4588,349000
6112,0.61,3047,799900
6113,0.39,1834,429900
6114,0.14,1856,469000
6115,0.51,2520,669900
6116,0.06,1391,239900
6117,0.64,2400,629000
6118,0.57,2795,499900
6119,2.06,2734,625000
6120,0.63,2408,589900
6121,10.43,4360,879900
6122,0.73,2700,400000
6123,5.5,2584,539900
6124,0.33,1950,499900
6125,1.85,3198,699000
6126,1.31,1400,999900
6127,0.46,2620,699000
6128,0.13,4376,399900
6129,0.6,3758,409000
6130,0.11,4304,350000
6131,0.11,2330,484900
6132,0.45,2312,599900
6133,0.44,2700,689900
6134,0.61,3047,799900
6135,0.39,1834,429900
6136,0.23,4588,349000
6137,0.92,2453,799900
6138,0.47,1538,439000
6139,0.51,2520,669900
6140,0.14,1856,469000
6141,0.41,1644,425000
6142,0.6,2062,574900
6143,0.06,1391,239900
6144,0.41,1846,500000
6145,0.64,2400,629000
6146,0.57,2795,499900
6147,4.06,3510,649900
6148,0.26,1912,499900
6149,0.63,2408,589900
6150,2.06,2734,625000
6151,0.44,2889,725000
6152,10.43,4360,879900
6153,0.73,2700,400000
6154,0.33,1950,499900
6155,0.6,3758,409000
6156,0.45,2312,599900
6157,0.11,4304,350000
6158,0.39,1834,429900
6159,0.14,1856,469000
6160,0.11,1938,449000
6161,0.6,2062,574900
6162,0.64,2400,629000
6163,0.57,2795,499900
6164,2.06,2734,625000
6165,0.44,2889,725000
6166,10.43,4360,879900
6167,0.73,2700,400000
6168,5.5,2584,539900
6169,3.19,4292,760000
6170,1.85,3198,699000
6171,1.31,1400,999900
6172,0.33,1950,499900
6173,0.11,1773,335000
6174,1.38,2792,529000
6175,0.46,2620,699000
6176,0.13,4376,399900
6177,0.15,6951,325665
6178,0.11,6077,725000
6179,0.6,3758,409000
6180,0.45,2312,599900
6181,0.11,4304,350000
6182,0.11,2330,484900
6183,0.44,2700,689900
6184,0.61,3047,799900
6185,0.39,1834,429900
6186,0.23,4588,349000
6187,0.15,2910,1395000
6188,0.14,1856,469000
6189,0.92,2453,799900
6190,0.51,2520,669900
6191,0.47,1538,439000
6192,0.41,1644,425000
6193,0.18,1474,459900
6194,0.6,2062,574900
6195,0.06,1391,239900
6196,0.41,1846,500000
6197,0.64,2400,629000
6198,0.57,2795,499900
6199,4.06,3510,649900
6200,1.58,3425,759900
6201,0.2,1512,419000
6202,0.26,1912,499900
6203,2.06,2734,625000
6204,0.63,2408,589900
6205,0.44,2889,725000
6206,0.64,3200,799000
6207,10.43,4360,879900
6208,0.73,2700,400000
6209,0.33,1950,499900
6210,1.31,1400,999900
6211,0.46,2620,699000
6212,0.6,3758,409000
6213,0.45,2312,599900
6214,0.11,4304,350000
6215,0.44,2700,689900
6216,0.39,1834,429900
6217,0.61,3047,799900
6218,0.14,1856,469000
6219,0.51,2520,669900
6220,0.11,1938,449000
6221,0.6,2062,574900
6222,0.64,2400,629000
6223,0.57,2795,499900
6224,0.44,2889,725000
6225,0.63,2408,589900
6226,2.06,2734,625000
6227,2.06,2734,625000
6228,1.51,2518,679900
6229,0.64,3200,799000
6230,10.43,4360,879900
6231,0.73,2700,400000
6232,0.33,1950,499900
6233,1.31,1400,999900
6234,0.46,2620,699000
6235,0.6,3758,409000
6236,0.45,2312,599900
6237,0.11,4304,350000
6238,0.44,2700,689900
6239,0.14,1856,469000
6240,0.39,1834,429900
6241,0.61,3047,799900
6242,0.47,1538,439000
6243,0.92,2453,799900
6244,0.51,2520,669900
6245,0.41,1644,425000
6246,0.18,1474,459900
6247,0.11,1938,449000
6248,0.6,2062,574900
6249,0.64,2400,629000
6250,0.57,2795,499900
6251,0.44,2889,725000
6252,0.63,2408,589900
6253,2.06,2734,625000
6254,0.64,3200,799000
6255,0.92,2100,579000
6256,0.18,2108,385000
6257,0.3,2900,899900
6258,0.25,2320,599000
6259,0.2,1368,550000
6260,0.92,2100,579000
6261,0.39,2830,999000
6262,0.58,3079,999999
6263,0.57,3226,1150000
6264,0.8,2926,1595000
6265,0.34,3518,949000
6266,0.35,2644,820000
6267,0.33,2233,625000
6268,0.4,2418,999000
6269,0.33,2160,1200000
6270,0.05,1784,240000
6271,10.43,4360,879900
6272,0.15,5550,349900
6273,0.22,2097,579800
6274,0.18,2108,385000
6275,0.2,2649,419900
6276,0.2,2649,419900
6277,0.3,2900,899900
6278,0.06,7748,599900
6279,0.33,1950,499900
6280,1.31,1400,999900
6281,0.11,1773,335000
6282,,1925,549000
6283,0.81,3830,899999
6284,0.46,2620,699000
6285,0.13,4376,399900
6286,0.15,6951,325665
6287,0.25,2320,599000
6288,0.2,1368,550000
6289,0.11,6077,725000
6290,0.11,4304,350000
6291,0.39,2830,999000
6292,0.11,2330,484900
6293,0.45,2312,599900
6294,0.44,2700,689900
6295,0.92,2100,579000
6296,0.23,4588,349000
6297,0.61,3047,799900
6298,0.39,1834,429900
6299,0.58,3079,999999
6300,0.15,2910,1395000
6301,0.2,2900,990000
6302,0.14,1856,469000
6303,0.47,1538,439000
6304,0.92,2453,799900
6305,0.51,2520,669900
6306,0.57,3226,1150000
6307,0.8,2926,1595000
6308,0.41,1644,425000
6309,0.34,3518,949000
6310,0.18,1474,459900
6311,0.25,2300,599900
6312,0.35,2644,820000
6313,0.6,2062,574900
6314,0.33,2233,625000
6315,0.06,1391,239900
6316,0.33,2124,599000
6317,0.64,2400,629000
6318,0.4,2418,999000
6319,0.58,2275,729000
6320,0.44,2889,725000
6321,0.51,2423,985000
6322,0.33,2160,1200000
6323,0.63,2408,589900
6324,0.7,2418,1165000
6325,0.22,2097,579800
6326,0.18,2108,385000
6327,0.3,2900,899900
6328,0.25,2320,599000
6329,0.2,1368,550000
6330,0.39,2830,999000
6331,0.92,2100,579000
6332,0.58,3079,999999
6333,0.8,2926,1595000
6334,0.57,3226,1150000
6335,0.35,2644,820000
6336,0.33,2233,625000
6337,0.4,2418,999000
6338,0.28,2379,869000
6339,0.51,2423,985000
6340,0.33,2160,1200000
6341,0.7,2418,1165000
6342,0.91,3608,1075000
6343,0.47,2600,859500
6344,0.22,2097,579800
6345,1,3516,1395000
6346,0.18,2108,385000
6347,0.3,2900,899900
6348,0.25,2320,599000
6349,0.64,3200,799000
6350,0.93,2500,625000
6351,0.64,3200,799000
6352,10.43,4360,879900
6353,0.15,5550,349900
6354,0.22,2097,579800
6355,0.18,2108,385000
6356,0.3,2900,899900
6357,0.2,2649,419900
6358,0.2,2649,419900
6359,0.73,2700,400000
6360,0.06,7748,599900
6361,1.31,1400,999900
6362,0.33,1950,499900
6363,,1925,549000
6364,0.11,1773,335000
6365,0.81,3830,899999
6366,0.46,2620,699000
6367,0.15,6951,325665
6368,0.13,4376,399900
6369,0.11,6077,725000
6370,0.45,2312,599900
6371,0.39,2830,999000
6372,0.11,4304,350000
6373,0.11,2330,484900
6374,0.44,2700,689900
6375,0.92,2100,579000
6376,0.61,3047,799900
6377,0.23,4588,349000
6378,0.39,1834,429900
6379,0.15,2910,1395000
6380,0.58,3079,999999
6381,0.47,1538,439000
6382,0.14,1856,469000
6383,0.92,2453,799900
6384,0.51,2520,669900
6385,0.57,3226,1150000
6386,0.8,2926,1595000
6387,0.41,1644,425000
6388,0.34,3518,949000
6389,0.18,1474,459900
6390,0.25,2300,599900
6391,0.35,2644,820000
6392,0.6,2062,574900
6393,0.33,2233,625000
6394,0.06,1391,239900
6395,0.64,2400,629000
6396,0.4,2418,999000
6397,0.28,2379,869000
6398,0.44,2889,725000
6399,0.51,2423,985000
6400,0.33,2160,1200000
6401,0.7,2418,1165000
6402,0.63,2408,589900
6403,0.24,1824,510000
6404,2.06,2734,625000
6405,0.24,2166,785000
6406,10.43,4360,879900
6407,0.25,1448,309000
6408,0.15,5550,349900
6409,0.72,2151,625000
6410,0.49,3700,790721
6411,0.55,3420,675000
6412,0.47,3146,819900
6413,0.48,2739,698937
6414,0.2,2649,419900
6415,0.2,2649,419900
6416,0.77,4247,299900
6417,5.5,2584,539900
6418,0.59,3146,819500
6419,0.73,2700,400000
6420,0.87,1621,309900
6421,3.19,4292,760000
6422,0.33,1950,499900
6423,1.85,3198,699000
6424,1.31,1400,999900
6425,0.64,3146,839500
6426,0.11,1773,335000
6427,0.46,2620,699000
6428,,1925,549000
6429,0.49,3244,863580
6430,0.57,2765,727838
6431,1.38,2792,529000
6432,0.3,1912,399900
6433,0.13,4376,399900
6434,0.15,6951,325665
6435,0.11,6077,725000
6436,0.11,3240,319900
6437,0.6,3758,409000
6438,0.11,4304,350000
6439,0.45,2312,599900
6440,0.11,2330,484900
6441,0.44,2700,689900
6442,0.61,3047,799900
6443,0.23,4588,349000
6444,0.74,2765,765267
6445,0.39,1834,429900
6446,0.15,2910,1395000
6447,0.58,1344,449900
6448,0.25,2028,439000
6449,0.14,1856,469000
6450,0.2,1394,469900
6451,0.47,1538,439000
6452,0.92,2453,799900
6453,0.51,2520,669900
6454,0.41,1644,425000
6455,0.18,1474,459900
6456,0.5,2373,695000
6457,0.6,2062,574900
6458,0.12,2600,879000
6459,0.11,1938,449000
6460,0.06,1391,239900
6461,0.41,1846,500000
6462,0.64,2400,629000
6463,0.57,2795,499900
6464,0.26,1912,499900
6465,0.2,1512,419000
6466,2.06,2734,625000
6467,10.43,4360,879900
6468,5.5,2584,539900
6469,0.73,2700,400000
6470,1.85,3198,699000
6471,1.31,1400,999900
6472,0.33,1950,499900
6473,0.46,2620,699000
6474,0.6,3758,409000
6475,0.11,4304,350000
6476,0.45,2312,599900
6477,1.38,2792,529000
6478,0.13,4376,399900
6479,0.11,2330,484900
6480,0.44,2700,689900
6481,0.61,3047,799900
6482,0.23,4588,349000
6483,0.39,1834,429900
6484,0.47,1538,439000
6485,0.14,1856,469000
6486,0.92,2453,799900
6487,0.51,2520,669900
6488,0.41,1644,425000
6489,0.18,1474,459900
6490,0.6,2062,574900
6491,0.41,1846,500000
6492,0.06,1391,239900
6493,0.64,2400,629000
6494,0.57,2795,499900
6495,4.06,3510,649900
6496,0.44,2889,725000
6497,1.58,3425,759900
6498,0.2,1512,419000
6499,0.26,1912,499900
6500,2.06,2734,625000
6501,0.63,2408,589900
6502,0.96,2593,1000000
6503,0.74,3074,825000
6504,0.43,2312,1875000
6505,0.81,3830,899999
6506,0.11,2210,895000
6507,0.25,2320,599000
6508,0.2,1368,550000
6509,0.39,2830,999000
6510,0.92,2100,579000
6511,0.19,1318,549000
6512,1.84,3286,949000
6513,0.58,3079,999999
6514,0.71,3126,985000
6515,0.19,1625,840000
6516,0.8,2926,1595000
6517,0.57,3226,1150000
6518,0.34,3518,949000
6519,0.35,2644,820000
6520,0.33,2233,625000
6521,4,3587,1450000
6522,0.25,2128,1150000
6523,0.33,2124,599000
6524,0.92,2284,2495000
6525,0.4,2418,999000
6526,0.58,2275,729000
6527,0.75,2425,595000
6528,0.29,2100,549000
6529,0.28,2379,869000
6530,0.51,2423,985000
6531,0.58,2820,799900
6532,0.74,3074,825000
6533,0.33,2160,1200000
6534,0.7,2418,1165000
6535,1.51,2518,679900
6536,0.73,4491,589900
6537,2.28,2332,599000
6538,0.35,2644,820000
6539,0.24,2166,785000
6540,0.33,2233,625000
6541,0.7,2418,1165000
6542,0.28,2379,869000
6543,0.4,2418,999000
6544,0.51,2423,985000
6545,0.33,2160,1200000
6546,2.47,2200,2100000
6547,2.47,2200,2100000
6548,0.48,4040,920000
6549,0.66,2399,645000
6550,0.07,2470,289000
6551,0.83,2787,900000
6552,0.49,1872,679900
6553,0.24,1824,510000
6554,0.34,3518,949000
6555,0.91,3608,1075000
6556,7.9,2454,649900
6557,1.36,3200,619900
6558,0.07,2470,289000
6559,0.48,4040,920000
6560,0.66,2399,645000
6561,0.83,2787,900000
6562,0.49,1872,679900
6563,0.94,3164,799000
6564,2.14,2548,700000
6565,0.73,4491,589900
6566,0.64,3200,799000
6567,0.93,2500,625000
6568,0.05,1784,240000
6569,0.18,2108,385000
6570,1.35,2800,759500
6571,0.3,2900,899900
6572,1.35,2500,839500
6573,0.39,2830,999000
6574,0.57,3226,1150000
6575,0.8,2926,1595000
6576,0.58,3079,999999
6577,0.2,1368,550000
6578,2.03,2176,450000
6579,8.2,3758,650000
6580,0.77,4247,299900
6581,0.87,1621,309900
6582,1.02,3126,1100000
6583,0.96,2593,1000000
6584,0.41,1856,600000
6585,0.43,2312,1875000
6586,0.61,2800,1049500
6587,1.02,2100,1096000
6588,1.26,2600,1260000
6589,0.8,2353,414900
6590,12.14,2750,779000
6591,1.01,2303,850000
6592,0.78,3000,1060900
6593,1.23,2320,524900
6594,0.47,2313,579900
6595,2,2626,850000
6596,1.03,3300,949900
6597,2,2160,629000
6598,0.46,2306,649900
6599,1.07,3094,539900
6600,0.5,2662,639000
6601,1.86,3239,799900
6602,0.76,2552,549900
6603,0.49,3064,664900
6604,0.47,2108,599000
6605,11.5,2850,1249500
6606,0.46,2300,729000
6607,1.15,2560,669000
6608,0.66,1954,710000
6609,0.7,2593,625000
6610,4,3587,1450000
6611,0.25,2128,1150000
6612,0.23,1882,419900
6613,0.1,2660,275000
6614,0.7,2648,749900
6615,0.46,2700,689900
6616,1.5,3481,399000
6617,0.03,1440,455900
6618,0.2,1357,295000
6619,0.94,3164,799000
6620,3.84,1883,639000
6621,0.71,1294,559000
6622,1.51,3018,825000
6623,0.58,2820,799900
6624,0.89,2700,995000
6625,2.03,2176,450000
6626,0.47,3146,819900
6627,0.48,2739,698937
6628,0.77,4247,299900
6629,0.87,1621,309900
6630,0.59,3146,819500
6631,0.64,3146,839500
6632,0.96,2593,1000000
6633,0.41,1856,600000
