index,acre_lot,house_size,price
17378,0.13,1528,569000
17379,0.11,1884,409900
17380,0.11,1838,315000
17381,0.21,1320,349900
17382,0.21,1600,600000
17383,0.12,1260,299000
17384,0.11,1294,334900
17385,0.11,1232,275000
17386,0.15,1500,350000
17387,0.1,1157,340000
17388,0.11,982,365000
17389,0.22,1316,389900
17390,0.11,1120,349900
17391,0.12,5586,1400000
17392,0.37,1620,350000
17393,0.23,1560,399900
17394,2.02,1496,549000
17395,0.05,1344,334000
17396,15.02,1994,1495900
17397,0.23,800,334000
17398,0.23,1300,349900
17399,0.07,1540,380000
17400,0.28,1170,449000
17401,0.47,1144,445000
17402,0,1312,499000
17403,0.26,1056,485000
17404,0.3,2332,849900
17405,0.09,1356,649000
17406,0.86,1598,429900
17407,1.3,1344,445000
17408,0.25,864,385000
17409,0.94,1776,429900
17410,0.39,1123,749900
17411,0.31,1664,2850000
17412,7.96,1704,799900
17413,0.21,1949,299900
17414,0.11,1320,219900
17415,1,1956,589900
17416,0.1,1082,185000
17417,0.14,1392,275000
17418,0.1,1674,329000
17419,0.11,1234,354900
17420,0.09,1590,330000
17421,0.22,1432,299000
17422,0.14,863,325000
17423,1,1230,355900
17424,0.21,1248,339900
17425,0.11,1683,139900
17426,0.1,1082,185000
17427,0.59,2000,200000
17428,1.2,1472,187000
17429,5.75,1200,359900
17430,0.23,1468,1199000
17431,11.9,1196,724900
17432,0.55,1895,399900
17433,0.7,1264,350000
17434,0.42,1386,359000
17435,0.44,1432,399900
17436,0.45,1428,349900
17437,2.8,2120,469000
17438,2.2,1138,424900
17439,9.52,1405,499900
17440,0.23,1576,499900
17441,0.47,1568,799900
17442,0.45,1352,369900
17443,0.23,1372,449800
17444,2.9,1258,389000
17445,2.4,1400,564000
17446,1.09,1078,459000
17447,0.29,2323,565000
17448,0.91,1836,480000
17449,0.91,2430,1999000
17450,0.5,1192,799000
17451,2.41,1874,460000
17452,0.16,1193,429000
17453,0.23,952,465000
17454,1.2,1468,260000
17455,0.22,984,2250000
17456,0.49,1504,525000
17457,0.93,1456,449000
17458,0.92,1132,415000
17459,1.05,1393,525000
17460,0.23,2289,1690000
17461,0.11,1920,599900
17462,0.23,1709,725000
17463,1.83,1680,440000
17464,0.23,1280,499900
17465,0.24,1432,205900
17466,0.6,1850,495000
17467,2,1650,495000
17468,0.21,1548,275000
17469,0.17,2016,395000
17470,0.67,1595,399900
17471,0.23,1389,429000
17472,0.14,1148,199900
17473,0.07,1176,245000
17474,0.21,1144,305000
17475,0.18,1107,279900
17476,0.23,1213,325000
17477,0.09,960,279000
17478,0.09,2916,325000
17479,,1150,199900
17480,0.11,1251,290000
17481,0.11,1320,219900
17482,0.18,1376,439000
17483,10.6,1998,1099000
17484,2.21,1382,399000
17485,0.15,2028,239900
17486,0.11,1222,289000
17487,0.35,1340,299900
17488,1,1230,355900
17489,0.11,1416,429900
17490,0.13,1384,259900
17491,0.22,1432,299000
17492,0.11,1238,265000
17493,0.46,2008,549000
17494,0.13,2816,325000
17495,0.35,1316,251000
17496,0.09,1750,325000
17497,0.44,1836,274900
17498,0.11,1276,314000
17499,1.73,2360,849900
17500,0.07,946,279000
17501,0.2,1200,395000
17502,32.69,1953,1050000
17503,0.09,1048,259500
17504,0.1,1269,274900
17505,2,1948,799000
17506,0.17,1232,395000
17507,0.23,1206,425000
17508,0.24,1050,424977
17509,0.11,1428,380000
17510,0.09,1622,479900
17511,0.17,2000,399900
17512,0.29,2146,399000
17513,0.07,1096,305000
17514,0.09,1590,330000
17515,,1262,230000
17516,0.14,863,325000
17517,0.09,2324,495000
17518,0.33,1812,260000
17519,0.21,1248,339900
17520,0.27,1500,484900
17521,0.09,1153,219999
17522,0.1,1327,249900
17523,0.11,1391,289900
17524,1.21,1408,299900
17525,0.06,1097,334900
17526,0.11,1272,379900
17527,0.17,1389,459900
17528,0.59,1288,339900
17529,0.1,1674,329000
17530,0.15,1477,389000
17531,0.11,756,299999
17532,0.26,1164,349000
17533,0.23,1748,539900
17534,0.34,1714,895000
17535,0.24,979,249900
17536,0.14,1026,309000
17537,0.2,1253,199900
17538,0.07,1550,215000
17539,0.15,1244,319900
17540,0.56,2084,599900
17541,0.13,1385,799000
17542,0.04,1822,999000
17543,0.24,1288,459900
17544,0.16,1416,449900
17545,0.22,1092,299900
17546,0.67,1078,539000
17547,0.34,1326,399000
17548,0.27,1697,439000
17549,0.99,1304,685000
17550,0.11,1144,380000
17551,1.95,1716,449900
17552,0.09,952,264900
17553,0.15,1572,399900
17554,0.21,1556,365000
17555,0.18,1280,340000
17556,0.2,1576,379900
17557,0.46,864,379000
17558,0.14,1392,275000
17559,0.18,1236,315000
17560,0.07,960,249500
17561,,1152,350000
17562,0.18,1375,374900
17563,0.33,1726,499900
17564,0.18,1570,419900
17565,0.07,1008,335000
17566,0.11,1635,350000
17567,0.23,1979,749000
17568,0.23,1152,339900
17569,0.06,1140,175000
17570,0.22,988,329900
17571,0.3,1848,535000
17572,0.16,1535,519000
17573,,1700,639000
17574,0.11,1100,349900
17575,0.84,1702,689900
17576,0.17,1267,325000
17577,0.24,1308,299900
17578,0.09,1128,280000
17579,0.23,1580,419000
17580,0.14,1864,550000
17581,0.23,1459,359000
17582,0.24,1392,379900
17583,0.12,5586,1400000
17584,0.4,2133,825000
17585,0.04,1018,625000
17586,0.12,1140,299900
17587,0.1,1232,295000
17588,17.38,1872,375000
17589,0.19,1356,325000
17590,0.1,1210,249900
17591,0.18,840,299900
17592,0.11,1250,325000
17593,0.11,1120,349900
17594,0.18,872,315000
17595,0.11,1664,475000
17596,0.23,2098,399900
17597,0.23,1500,419900
17598,0.11,1234,354900
17599,0.2,1232,409999
17600,0.3,1985,355000
17601,0.14,1114,349900
17602,0.18,1592,429900
17603,0.12,1560,299900
17604,0.26,1464,322500
17605,0.19,1142,369900
17606,0.16,1680,499000
17607,0.22,912,339000
17608,0.2,2192,399900
17609,,1260,199900
17610,0.34,1729,430000
17611,0.28,1524,389900
17612,0.26,1687,450000
17613,1.42,2150,899900
17614,0.36,2356,749000
17615,0.23,800,334000
17616,0.07,984,699900
17617,0.24,4650,339900
17618,0.11,1645,339900
17619,0.23,1209,299900
17620,0.14,2652,359900
17621,0.19,960,399000
17622,0.21,1559,489900
17623,0.24,1085,339900
17624,0.24,1242,469900
17625,0.25,1470,599000
17626,0.11,1425,269900
17627,3,1376,499000
17628,0.24,1790,339000
17629,0.19,1244,499900
17630,0.34,1670,519900
17631,0.27,1456,449900
17632,0.3,1218,435000
17633,0.11,1248,344900
17634,0.19,1779,289900
17635,0.07,986,169900
17636,0.07,1540,380000
17637,0.11,1500,289900
17638,0.35,1648,480000
17639,0.1,1175,317500
17640,0.1,1157,340000
17641,0.36,1270,450000
17642,0.15,1500,350000
17643,0.27,1104,349900
17644,0.35,1334,399000
17645,0.24,1144,359900
17646,0.07,1123,269900
17647,0.2,1146,260000
17648,0.07,1662,325000
17649,0.24,1174,499900
17650,0.28,1264,425000
17651,0.24,1471,339900
17652,0.12,1402,349900
17653,0.17,1762,415000
17654,0.23,1300,349900
17655,0.16,1038,349000
17656,1.94,2665,1150000
17657,0.13,1092,350000
17658,0.36,1805,415000
17659,0.15,1148,210000
17660,0.11,1581,379900
17661,0.21,1472,319000
17662,0.09,984,269900
17663,0.11,1680,339900
17664,0.12,914,299900
17665,0.07,1688,339900
17666,0.09,1106,249900
17667,0.21,1716,379900
17668,0.61,1300,799000
17669,0.86,1750,429900
17670,0.15,1070,315000
17671,0.07,1496,679000
17672,0.23,1040,725000
17673,0.16,1336,375000
17674,0.4,1635,299900
17675,0.18,922,375000
17676,0.16,1164,289000
17677,0.25,1452,399000
17678,0.21,1334,339900
17679,0.11,982,365000
17680,0.21,1870,329900
17681,0.18,950,389500
17682,0.18,1422,425000
17683,0.17,1411,325000
17684,0.31,1911,439900
17685,0.11,1572,359900
17686,0.31,1440,314900
17687,0.31,3518,499000
17688,0.14,1396,284900
17689,0.23,1145,299900
17690,0.21,1600,600000
17691,0.38,1434,399900
17692,0.46,1400,599900
17693,0.19,1326,335000
17694,0.23,1120,329900
17695,0.1,1032,320000
17696,0.07,1225,275000
17697,0.23,1752,399900
17698,0.77,1102,369000
17699,0.4,1568,379000
17700,0.16,1500,355000
17701,0.29,1700,385000
17702,0,1312,499000
17703,0.28,2373,579000
17704,0.1,1844,699900
17705,0.29,1038,410000
17706,0.08,1613,350000
17707,0.09,1344,299000
17708,0.19,1700,359000
17709,0.04,2795,270000
17710,0.14,1446,289000
17711,0.22,1176,289900
17712,0.18,2560,279900
17713,0.11,1116,279900
17714,0.07,3384,299900
17715,0.23,2052,389000
17716,0.47,1144,445000
17717,0.18,3186,275000
17718,0.94,1428,475000
17719,0.23,1352,429900
17720,0.18,1092,375000
17721,0.17,1256,365000
17722,0.19,1750,319900
17723,0.13,1277,225000
17724,0.18,1618,399900
17725,0.26,1056,485000
17726,0.39,1058,424900
17727,0.31,1664,2850000
17728,0.05,1554,249900
17729,0.11,1232,275000
17730,0.24,1512,349900
17731,0.1,1382,347500
17732,0.16,1608,399900
17733,0.27,1188,374900
17734,0.14,1248,389000
17735,0.16,952,429900
17736,0.26,1176,240000
17737,0.21,1437,639000
17738,0.1,1047,269994
17739,0.11,1638,325000
17740,0.11,1194,325000
17741,0.46,1264,386000
17742,0.15,1581,425000
17743,0.22,1242,384900
17744,0.12,1150,569000
17745,0.2,1143,355000
17746,0.48,1034,359900
17747,0.09,1361,250000
17748,0.2,2316,385000
17749,0.2,1844,550000
17750,1.41,2050,885000
17751,0.07,1656,499900
17752,0.07,1450,199900
17753,0.26,1383,325000
17754,0.24,1116,389900
17755,0.11,1980,495000
17756,0.11,1272,589900
17757,0.3,1762,599000
17758,0.31,1338,565000
17759,0.21,1922,695000
17760,0.41,4200,1850000
17761,0.1,1466,565000
17762,0.57,1972,749000
17763,0.34,1638,465000
17764,0.18,1721,475000
17765,0.34,2240,539000
17766,0.09,1500,359900
17767,0.18,1086,379000
17768,0.04,1216,775000
17769,0.18,1107,375000
17770,0.23,1768,479900
17771,0.21,1404,379900
17772,0.11,1294,334900
17773,0.52,1428,774999
17774,0.16,1724,499900
17775,0.23,1560,399900
17776,0.11,1176,310000
17777,0.17,1138,379900
17778,0.01,1520,369900
17779,0.15,1722,695000
17780,0.13,1528,569000
17781,0.22,1316,389900
17782,0.31,2016,849000
17783,0.12,1200,395000
17784,0.09,1344,339000
17785,0.12,1277,259900
17786,0.07,2123,230000
17787,1.08,1766,499900
17788,0.27,1161,385000
17789,0.3,1395,224900
17790,0.26,2729,539900
17791,0.26,2920,579900
17792,0.09,1212,315000
17793,0.18,988,284900
17794,0.12,1540,520000
17795,0.18,878,369000
17796,0.18,1275,354900
17797,0.2,1092,309000
17798,0.41,1454,950000
17799,0.13,1470,419900
17800,1.48,1955,415000
17801,0.18,1267,309900
17802,0.08,3343,359000
17803,0.08,3408,399900
17804,0.48,1200,409900
17805,0.41,1620,499000
17806,0.17,1448,350000
17807,0.25,1480,435000
17808,0.16,968,359900
17809,0.21,1020,349900
17810,0.11,1147,399828
17811,0.04,806,259000
17812,0.07,1657,320000
17813,0.13,1170,266000
17814,1.49,1977,550000
17815,0.12,1488,415000
17816,0.1,1600,350000
17817,0.3,2332,849900
17818,0.11,1120,349900
17819,1.03,2598,1795000
17820,0.23,2023,1095000
17821,0.11,1884,409900
17822,0.38,2448,399900
17823,0.16,1250,225000
17824,0.22,1780,325000
17825,0.06,1078,259900
17826,0.05,1366,599000
17827,0.05,1448,280000
17828,0.09,1110,269900
17829,0.11,1215,329900
17830,0.19,2224,424900
17831,0.09,1530,320000
17832,0.09,1356,649000
17833,0.23,1092,249000
17834,0.11,2360,319000
17835,0.21,1320,349900
17836,0.41,1132,398900
17837,1.38,1150,379000
17838,0.24,1700,515000
17839,0.21,1354,399990
17840,1.16,2040,599000
17841,0.11,1838,315000
17842,0.23,1578,479000
17843,0.33,1138,389900
17844,6.77,2313,2400000
17845,0.66,1734,459000
17846,0.11,1559,349000
17847,0.22,1556,324900
17848,0.18,1509,360000
17849,0.17,1700,399000
17850,0.07,1248,325000
17851,0.28,2010,775000
17852,0.28,1170,449000
17853,0.09,1248,769000
17854,0.37,1620,350000
17855,0.35,1512,329900
17856,0.15,1040,350000
17857,0.11,1421,349900
17858,,1298,399900
17859,0.29,1144,299900
17860,0.16,2466,400000
17861,0.16,1693,375000
17862,0.17,1328,449900
17863,0.22,1422,379000
17864,1.06,2252,574900
17865,0.18,1497,379900
17866,0.26,1252,349900
17867,0.9,1727,735000
17868,0.2,1311,489900
17869,1.29,1100,559900
17870,0.28,2912,949900
17871,0.24,1308,299900
17872,0.14,1114,349900
17873,0.07,984,699900
17874,0.59,1288,339900
17875,0.18,840,299900
17876,0.35,1334,399000
17877,0.22,1432,299000
17878,0.15,2028,239900
17879,8.5,3109,1200000
17880,4.02,1824,349000
17881,0.21,1248,339900
17882,0.59,1288,339900
17883,1.21,1408,299900
17884,2.75,1488,400000
17885,0.22,1564,599900
17886,0.46,1260,199900
17887,17.38,1872,375000
17888,,1260,199900
17889,0.46,1632,420000
17890,0.23,2098,399900
17891,0.12,1560,299900
17892,0.22,912,339000
17893,0.2,1232,409999
17894,0.11,1425,269900
17895,3,1376,499000
17896,38,1546,499000
17897,0.16,1038,349000
17898,,1700,239900
17899,0.4,1635,299900
17900,0.04,2795,270000
17901,0.23,1752,399900
17902,0.18,2560,279900
17903,0.4,1568,379000
17904,0.11,1680,339900
17905,0.38,1434,399900
17906,0.1,1047,269994
17907,0.11,1194,325000
17908,0.94,1428,475000
17909,1.48,1955,415000
17910,0.12,1277,259900
17911,1.49,1977,550000
17912,0.11,1147,399828
17913,0.38,2448,399900
17914,0.26,1144,319999
17915,,2520,689000
17916,2.02,1496,549000
17917,15.02,1994,1495900
17918,0.22,1556,324900
17919,0.19,1654,339900
17920,0.31,1720,465000
17921,0.41,1132,398900
17922,1.38,1150,379000
17923,1.16,2040,599000
17924,1.95,1716,449900
17925,0.84,1702,689900
17926,1.42,2150,899900
17927,0.3,2275,1000400
17928,0.07,1176,245000
17929,0.18,1376,439000
17930,2.21,1382,399000
17931,0.11,1416,429900
17932,1.1,2492,509900
17933,0.23,1468,1199000
17934,32.69,1953,1050000
17935,0.27,1500,484900
17936,0.11,756,299999
17937,0.15,1477,389000
17938,0.34,1326,399000
17939,0.27,1697,439000
17940,0.67,1078,539000
17941,0.16,1416,449900
17942,0.23,1748,539900
17943,0.04,1822,999000
17944,0.34,1714,895000
17945,0.99,1304,685000
17946,0.22,988,329900
17947,0.7,1264,350000
17948,1.95,1716,449900
17949,,1152,350000
17950,0.23,1979,749000
17951,0.84,1702,689900
17952,0.24,1308,299900
17953,0.14,1114,349900
17954,0.04,1018,625000
17955,0.11,1664,475000
17956,0.23,1576,499900
17957,0.93,2066,599000
17958,0.4,2133,825000
17959,0.23,960,324000
17960,0.28,1524,389900
17961,0.07,984,699900
17962,0.34,1729,430000
17963,0.19,960,399000
17964,0.07,1540,380000
17965,0.29,2323,565000
17966,0.28,1264,425000
17967,0.19,1244,499900
17968,0.3,1218,435000
17969,0.24,1144,359900
17970,0.36,1270,450000
17971,0.5,1192,799000
17972,0.35,1648,480000
17973,0.34,1670,519900
17974,0.28,2373,579000
17975,0.1,1844,699900
17976,0.29,1700,385000
17977,0,1312,499000
17978,0.96,1872,569900
17979,0.46,1400,599900
17980,0.36,1805,415000
17981,0.61,1300,799000
17982,0.16,1336,375000
17983,0.18,950,389500
17984,0.07,1496,679000
17985,0.23,1040,725000
17986,0.47,1144,445000
17987,0.13,1277,225000
17988,0.26,1056,485000
17989,0.49,1504,525000
17990,0.23,2289,1690000
17991,0.31,1664,2850000
17992,0.46,1264,386000
17993,0.57,1972,749000
17994,1.41,2050,885000
17995,0.23,1709,725000
17996,0.34,2240,539000
17997,0.34,1638,465000
17998,0.52,1428,774999
17999,1.08,1766,499900
18000,1.52,1212,559000
18001,0.23,1280,499900
18002,0.15,1722,695000
18003,0.04,1216,775000
18004,0.48,1200,409900
18005,0.49,1539,525000
18006,0.41,1620,499000
18007,0.3,2332,849900
18008,0.41,1454,950000
18009,0.05,1366,599000
18010,0.09,1356,649000
18011,0.28,1170,449000
18012,0.23,1578,479000
18013,0.24,1700,515000
18014,0.25,1274,599900
18015,6.77,2313,2400000
18016,5.2,1110,649900
18017,0.09,1248,769000
18018,0.04,1018,625000
18019,0.04,1822,999000
18020,0.34,1714,895000
18021,0.11,1683,139900
18022,0.21,1949,299900
18023,,1150,199900
18024,0.11,1238,265000
18025,0.22,1432,299000
18026,0.2,1200,395000
18027,0.13,2816,325000
18028,5.17,1144,225000
18029,4.02,1824,349000
18030,0.1,1269,274900
18031,0.24,1050,424977
18032,0.11,1428,380000
18033,0.09,2324,495000
18034,0.14,863,325000
18035,0.07,1096,305000
18036,0.21,1248,339900
18037,0.59,1288,339900
18038,0.11,1272,379900
18039,1.21,1408,299900
18040,0.2,1253,199900
18041,0.07,1550,215000
18042,0.15,1244,319900
18043,0.22,1092,299900
18044,0.24,1288,459900
18045,0.11,1144,380000
18046,0.06,1140,175000
18047,0.09,952,264900
18048,0.18,1236,315000
18049,0.21,1556,365000
18050,0.07,1008,335000
18051,0.22,1564,599900
18052,0.46,1260,199900
18053,17.38,1872,375000
18054,0.14,1864,550000
18055,0.19,1356,325000
18056,0.24,1392,379900
18057,0.12,5586,1400000
18058,0.18,840,299900
18059,0.2,2192,399900
18060,0.3,1985,355000
18061,,1260,199900
18062,0.46,1632,420000
18063,0.23,2098,399900
18064,0.11,1120,349900
18065,0.12,1560,299900
18066,0.26,1464,322500
18067,0.23,1500,419900
18068,0.22,912,339000
18069,0.2,1232,409999
18070,0.23,800,334000
18071,0.24,4650,339900
18072,0.1,1716,345000
18073,0.14,2652,359900
18074,0.11,948,284900
18075,0.07,1008,285000
18076,0.07,986,169900
18077,3,1376,499000
18078,0.11,1425,269900
18079,0.24,1242,469900
18080,0.11,1500,289900
18081,0.15,1500,350000
18082,0.35,1334,399000
18083,0.15,1148,210000
18084,0.11,1581,379900
18085,0.23,1300,349900
18086,0.24,1471,339900
18087,0.07,1662,325000
18088,0.16,1038,349000
18089,0.13,1092,350000
18090,0.09,984,269900
18091,0.4,1635,299900
18092,0.86,1750,429900
18093,38,1546,499000
18094,0.16,1164,289000
18095,0.07,1688,339900
18096,0.18,922,375000
18097,0.11,1680,339900
18098,0.21,1870,329900
18099,0.31,1911,439900
18100,0.1,1032,320000
18101,0.31,1440,314900
18102,,1700,239900
18103,0.23,1145,299900
18104,0.38,1434,399900
18105,0.08,1613,350000
18106,0.23,1752,399900
18107,0.04,2795,270000
18108,0.18,2560,279900
18109,0.22,1176,289900
18110,0.07,3384,299900
18111,0.4,1568,379000
18112,0.94,1428,475000
18113,0.19,1750,319900
18114,0.1,1047,269994
18115,0.1,1382,347500
18116,0.15,1581,425000
18117,0.39,1058,424900
18118,0.14,1248,389000
18119,0.21,1437,639000
18120,0.11,1980,495000
18121,0.07,1656,499900
18122,0.2,1844,550000
18123,0.24,1116,389900
18124,0.3,1762,599000
18125,0.11,1194,325000
18126,0.1,1466,565000
18127,0.2,1143,355000
18128,0.07,1450,199900
18129,0.12,1277,259900
18130,0.21,1404,379900
18131,0.23,1560,399900
18132,0.01,1520,369900
18133,0.13,1528,569000
18134,1.48,1955,415000
18135,0.04,806,259000
18136,0.08,3343,359000
18137,0.08,3408,399900
18138,0.17,1448,350000
18139,0.11,1147,399828
18140,0.23,2023,1095000
18141,0.07,1657,320000
18142,0.07,1597,320000
18143,0.26,1144,319999
18144,1.49,1977,550000
18145,0.1,1600,350000
18146,,2520,689000
18147,0.05,1344,334000
18148,0.11,1884,409900
18149,0.38,2448,399900
18150,0.09,1524,335000
18151,0.11,1215,329900
18152,0.19,2224,424900
18153,0.11,1559,349000
18154,0.17,1700,399000
18155,0.22,1556,324900
18156,1.38,1150,379000
18157,1.16,2040,599000
18158,0.37,1620,350000
18159,0.19,1654,339900
18160,0.23,1080,349000
18161,0.31,1720,465000
18162,0.38,1779,699000
18163,,1298,399900
18164,2,1650,495000
18165,0.86,1598,429900
18166,0.21,1548,275000
18167,0.35,1512,329900
18168,1.3,1344,445000
18169,1.06,2252,574900
18170,0.94,1776,429900
18171,0.23,1389,429000
18172,0.25,864,385000
18173,1.29,1100,559900
18174,0.39,1123,749900
18175,0.37,1620,350000
18176,0.19,1654,339900
18177,0.38,1779,699000
18178,,1188,213000
18179,0.36,1805,415000
18180,0.29,1700,385000
18181,0.46,1264,386000
18182,0.16,1336,375000
18183,0.23,1680,290000
18184,0.29,2323,565000
18185,0.49,1539,525000
18186,0.5,1192,799000
18187,0.49,1504,525000
18188,0.23,1280,499900
18189,0.11,1920,599900
18190,1.3,1344,445000
18191,0.94,1776,429900
18192,1.06,2252,574900
18193,0.25,864,385000
18194,1.29,1100,559900
18195,0.39,1123,749900
18196,6.77,2313,2400000
18197,0.09,1248,769000
18198,0.25,1274,599900
18199,0.4,2133,825000
18200,0.23,1709,725000
18201,0.75,1616,799900
18202,0.23,2289,1690000
18203,0.22,1422,379000
18204,0.06,1097,334900
18205,0.24,1700,515000
18206,0.34,1638,465000
18207,,1812,550000
18208,0.34,1326,399000
18209,0.41,1620,499000
18210,0.28,1524,389900
18211,0.23,1584,449000
18212,1.41,2050,885000
18213,0.1,1844,699900
18214,0.35,1512,329900
18215,0.24,1512,349900
18216,0.21,1472,319000
18217,0.17,1411,325000
18218,0.11,1272,589900
18219,0.22,1826,359900
18220,0.2,2316,385000
18221,0.16,1680,499000
18222,0.26,2920,579900
18223,0.18,878,369000
18224,0.26,2729,539900
18225,0.77,1102,369000
18226,0.18,1267,309900
18227,0.41,4200,1850000
18228,0.22,1242,384900
18229,0.21,1334,339900
18230,0.13,1470,419900
18231,0.27,1188,374900
18232,0.31,3518,499000
18233,0.26,1176,240000
18234,0.13,1277,225000
18235,0.18,3186,275000
18236,0.18,1422,425000
18237,0.28,2010,775000
18238,0.25,1480,435000
18239,0.17,2016,395000
18240,0.23,1389,429000
18241,0.67,1595,399900
18242,0.16,1193,429000
18243,0.25,864,385000
18244,0.23,952,465000
18245,1.83,1680,440000
18246,0.92,1132,415000
18247,2.9,1258,389000
18248,5.2,1110,649900
18249,0.11,1116,279900
18250,0.26,1383,325000
18251,0.23,1804,434900
18252,0.33,1138,389900
18253,0.12,1656,279977
18254,0.12,1572,289977
18255,0.23,1768,479900
18256,0.21,1548,275000
18257,0.17,2016,395000
18258,1.3,1344,445000
18259,0.94,1776,429900
18260,1.06,2252,574900
18261,0.23,1389,429000
18262,0.25,864,385000
18263,1.29,1100,559900
18264,0.39,1123,749900
18265,0.1,1047,269994
18266,0.19,1654,339900
18267,0.22,1556,324900
18268,0.12,1277,259900
18269,0.26,1144,319999
18270,0.11,1194,325000
18271,0.11,1147,399828
18272,0.21,1949,299900
18273,0.38,2448,399900
18274,1.48,1955,415000
18275,17.38,1872,375000
18276,0.23,1752,399900
18277,1.49,1977,550000
18278,0.22,912,339000
18279,0.94,1428,475000
18280,0.93,1456,449000
18281,2.21,1382,399000
18282,0.29,2174,799000
18283,0.23,1468,1199000
18284,0.59,2000,200000
18285,1.2,1472,187000
18286,0.23,1468,1199000
18287,32.69,1953,1050000
18288,0.23,1580,419000
18289,0.18,1280,340000
18290,0.13,1385,799000
18291,0.33,1726,499900
18292,0.3,1848,535000
18293,0.07,1176,245000
18294,0.09,2916,325000
18295,0.22,2426,239900
18296,,2350,557000
18297,0.28,971,360000
18298,0.42,1386,359000
18299,0.44,1432,399900
18300,0.23,1468,429000
18301,0.47,1568,799900
18302,0.87,1506,960000
18303,0.14,1148,199900
18304,0.11,1320,219900
18305,0.15,2028,239900
18306,1.21,1408,299900
18307,0.23,2098,399900
18308,0.12,1250,399999
18309,,1260,199900
18310,0.11,1425,269900
18311,0.04,2795,270000
18312,0.4,1568,379000
18313,0.18,2560,279900
18314,0.16,1038,349000
18315,0.12,1560,299900
18316,0.29,1939,359000
18317,0.29,2174,799000
18318,0.59,2000,200000
18319,1.2,1472,187000
18320,2.21,1382,399000
18321,0.23,1468,1199000
18322,32.69,1953,1050000
18323,2.08,1248,354900
18324,0.28,971,360000
18325,0.22,988,329900
18326,0.7,1264,350000
18327,1.95,1716,449900
18328,0.42,1386,359000
18329,,1152,350000
18330,0.44,1432,399900
18331,0.23,1748,539900
18332,1.63,1056,499000
18333,0.23,1459,359000
18334,0.45,1428,349900
18335,2.8,2120,469000
18336,2.2,1138,424900
18337,9.52,1405,499900
18338,0.84,1702,689900
18339,0.47,1568,799900
18340,0.4,2133,825000
18341,0.23,1576,499900
18342,0.23,960,324000
18343,0.45,1352,369900
18344,0.29,2323,565000
18345,0.24,1085,339900
18346,2.9,1258,389000
18347,0.19,960,399000
18348,0.27,1104,349900
18349,0.3,1218,435000
18350,1.09,1078,459000
18351,2.4,1400,564000
18352,0.75,1616,799900
18353,0.36,1270,450000
18354,0.5,1192,799000
18355,0.91,2430,1999000
18356,2.41,1874,460000
18357,0.21,1716,379900
18358,0.91,1836,480000
18359,0.16,1193,429000
18360,0.96,1872,569900
18361,0.23,952,465000
18362,0.46,1400,599900
18363,0.22,984,2250000
18364,1.2,1468,260000
18365,0.93,1456,449000
18366,1.4,1500,398900
18367,0.27,1188,374900
18368,0.22,1242,384900
18369,1.05,1393,525000
18370,0.49,1504,525000
18371,0.11,1920,599900
18372,0.23,1709,725000
18373,0.23,2289,1690000
18374,0.31,1664,2850000
18375,1.83,1680,440000
18376,0.23,1002,350000
18377,0.92,1132,415000
18378,1.08,1766,499900
18379,0.29,1028,424900
18380,1.52,1212,559000
18381,0.23,1280,499900
18382,1.21,1248,369900
18383,0.23,1804,434900
18384,0.48,1200,409900
18385,0.22,1780,325000
18386,0.6,1850,495000
18387,0.67,1595,399900
18388,2,1650,495000
18389,0.25,1274,599900
18390,5.2,1110,649900
18391,0.26,1164,349000
18392,0.33,1812,260000
18393,0.23,1459,359000
18394,0.14,1396,284900
18395,0.21,1716,379900
18396,0.24,1085,339900
18397,0.29,1900,439900
18398,0.27,1104,349900
18399,0.23,1209,299900
18400,0.24,979,249900
18401,0.67,1078,539000
18402,0.12,1140,299900
18403,0.15,1572,399900
18404,0.11,756,299999
18405,0.25,1452,399000
18406,0.18,872,315000
18407,,1700,639000
18408,0.11,1664,475000
18409,0.16,1416,449900
18410,0.24,1144,359900
18411,0.44,1836,274900
18412,0.11,1391,289900
18413,0.17,1267,325000
18414,0.27,1500,484900
18415,1.95,1716,449900
18416,0.7,1264,350000
18417,,1152,350000
18418,0.23,1748,539900
18419,0.04,1822,999000
18420,0.23,1979,749000
18421,0.34,1714,895000
18422,0.22,988,329900
18423,0.45,1428,349900
18424,0.23,1459,359000
18425,2.8,2120,469000
18426,1.63,1056,499000
18427,9.52,1405,499900
18428,0.84,1702,689900
18429,0.4,2133,825000
18430,0.47,1568,799900
18431,0.23,960,324000
18432,0.23,1372,449800
18433,0.23,1098,275000
18434,2.41,1874,460000
18435,0.45,1352,369900
18436,0.61,1300,799000
18437,0.29,2323,565000
18438,0.91,1836,480000
18439,0.07,1496,679000
18440,2.9,1258,389000
18441,0.28,1264,425000
18442,0.19,960,399000
18443,1.09,1078,459000
18444,0.19,1244,499900
18445,0.3,1218,435000
18446,0.23,1040,725000
18447,2.4,1400,564000
18448,0.36,1270,450000
18449,0.5,1192,799000
18450,0.75,1616,799900
18451,0.91,2430,1999000
18452,1.83,1680,440000
18453,0.93,1456,449000
18454,0.92,1132,415000
18455,1.2,1468,260000
18456,1.05,1393,525000
18457,0.29,1028,424900
18458,0.11,1920,599900
18459,0.96,1872,569900
18460,0.49,1504,525000
18461,0.23,952,465000
18462,1.52,1212,559000
